year,month,day,data,median,LB,UB
2024,6,22,2.97993763549237,2.97993763549237,2.97993763549237,2.97993763549237
2024,6,29,3.80741932495457,3.56167686079977,2.89827722781505,4.22310753303926
2024,7,6,4.58277303300918,4.69370970041551,4.06762615574865,5.33046750377274
2024,7,13,5.71203337851608,5.6794328344022,5.06396432376108,6.29096421726848
2024,7,20,6.3407129994771,6.50342551023612,5.89475984693529,7.12438991964485
2024,7,27,6.81498056541935,7.17060923937893,6.54312866603277,7.79824153743759
2024,8,3,8.045610867,7.69927460961216,7.05960845566837,8.30900533163453
2024,8,10,8.37432967507855,8.06339228558711,7.45403182284706,8.69760448338427
2024,8,17,8.1235595126949,8.29722374673072,7.66314136185797,8.93790169468584
2024,8,24,8.30984338424984,8.41405293115311,7.64133043255929,9.12188678568126
2024,8,31,7.8400438725803,8.41175080766297,7.40756505962307,9.31791479989541
2024,9,7,7.88454704499416,8.33136326262343,7.02293947995554,9.50079477628589
