year,month,day,data,median,LB,UB
2024,6,22,2.97993763549237,1.97993763549237,1.97993763549237,1.97993763549237
2024,6,29,3.80741932495457,3.88766004669574,2.45743464048601,5.15546699863145
2024,7,6,4.58277303300918,4.8740208768383,3.71168737510968,5.82242267383806
2024,7,13,5.71203337851608,5.83808972050599,4.8616333833877,6.76664089478388
2024,7,20,6.3407129994771,6.76425323414902,5.78392617852593,7.7544167021269
2024,7,27,6.81498056541935,7.58277064483607,6.54734340509371,8.69701310868958
2024,8,3,8.045610867,8.18298749105311,7.08463203429297,9.4379128700174
2024,8,10,8.37432967507855,8.48184963358482,7.41719481887204,9.74112013591611
2024,8,17,8.1235595126949,8.45737941610497,7.38745699523969,9.82605483020032
2024,8,24,8.30984338424984,8.09800659763195,6.79405340732842,10.219851376755
2024,8,31,7.8400438725803,7.52405902461715,5.64838615364675,10.7411816481433
2024,9,7,7.88454704499416,6.82760631562491,4.21876353437937,11.3391364763833
