year,month,day,data,median,LB,UB
2024,7,13,3.46577383962666,2.46577383962666,2.46577383962666,2.46577383962666
2024,7,20,3.920673966,2.94714995057565,2.00426292029851,4.03475313407209
2024,7,27,4.27664984945322,3.560234797288,2.6219435835552,4.63839687707827
2024,8,3,5.39452485318596,4.31385590946893,3.31498599912859,5.55576445961524
2024,8,10,5.9867173603643,5.1150110954705,4.0764863359105,6.40223603959337
2024,8,17,6.565073636,5.81116346936007,4.73567323519771,6.97807697394239
2024,8,24,6.08313134356208,6.19428037902177,5.14494225043586,7.33447978108564
2024,8,31,5.63311100257244,6.16671189788045,5.16118238874644,7.09276680790849
2024,9,7,4.557771008,5.76806071235658,4.75249857607719,6.70613026977541
2024,9,14,4.31583863025562,5.09453645979038,4.08144549824355,6.0153304533176
2024,9,21,3.61183526543335,4.30211383554206,3.28548836019492,5.2835773408117
2024,9,28,2.0310965014271,3.52747151330506,2.51167362225787,4.60189745892896
