year,month,day,data,median,LB,UB
2024,8,31,9.26522604582764,9.26522604582764,9.26522604582764,9.26522604582764
2024,9,7,10.1507239411625,9.75363728328029,8.80397340216322,10.7128915355214
2024,9,14,7.75963346887573,7.86292808081049,7.09027035696801,8.65555046208657
2024,9,21,5.78867246816898,6.25362618979116,5.52224500970282,7.02980653468774
2024,9,28,4.96647632618784,4.95442276416353,4.20698176850944,5.68352906897927
2024,10,5,3.71750351568909,3.9088031666963,3.17286305554116,4.63167937465544
2024,10,12,2.97189241755356,3.07832232110545,2.35850687365465,3.84203984899366
2024,10,19,2.4659938430402,2.42035539961185,1.67476717665011,3.15701721105511
2024,10,26,2.18775525470169,1.90002199148123,1.17727343018234,2.6285420568547
2024,11,2,2.15034478716355,1.50511913071179,0.782428458584842,2.25608176665701
2024,11,9,2.13517831135494,1.1908153640909,0.471481455114952,1.88520865326347
2024,11,16,2.17413087479041,0.934560525015787,0.219981693637432,1.63931413729594
