year,month,day,data,median,LB,UB
2024,7,6,3.25018928772527,3.25018928772527,2.25018928772527,3.25018928772527
2024,7,13,4.51292741411255,4.45276008862144,2.69603136224267,6.39999688426541
2024,7,20,5.06479986713741,5.37479327142508,3.92940551033559,7.0163628942036
2024,7,27,5.91416253037307,6.04944338960108,4.50987440635311,7.91274990822081
2024,8,3,6.99389231350471,6.58212365527638,4.96790496064439,8.78727194685793
2024,8,10,6.40501322642753,7.06068376931065,5.29517688695915,9.22359739638371
2024,8,17,7.04192838964738,7.55589691431464,5.9368554131892,9.70844714123173
2024,8,24,8.2130809721436,7.95672034248582,6.49256125126695,9.88091853391773
2024,8,31,8.209868006,8.10757753883754,6.59150132788548,9.97592009679353
2024,9,7,7.77568774186908,8.0580433525989,5.81592463315577,10.1676764233437
2024,9,14,7.511579077,7.94779370521003,4.29504921884251,10.7670988111391
2024,9,21,5.81064900999749,7.88364864622325,2.87098458592372,11.9333525680311
