year,month,day,data,median,LB,UB
2024,7,6,4.49031480914773,4.49031480914773,4.49031480914773,4.49031480914773
2024,7,13,5.46877185967148,5.24348924348972,4.4019121329082,6.21747227487424
2024,7,20,6.11303928149987,6.26964199427437,5.42253158136805,7.03252891189148
2024,7,27,6.71423863792001,7.08476095451183,6.24065892862778,7.83315276569535
2024,8,3,7.9498404400434,7.66741751866721,6.86403963930862,8.42729941237313
2024,8,10,8.20181411562131,8.02931824049046,7.30108500163198,8.85529787779965
2024,8,17,7.92370769450896,8.14085046984174,7.39472939524917,8.95808245452516
2024,8,24,8.209957789,8.03956785957145,7.29106794536778,8.82113620430942
2024,8,31,7.70101688569832,7.79397299161877,7.00461666122637,8.56843694997233
2024,9,7,7.4856173400202,7.46923644836025,6.58386483088743,8.30757199044375
2024,9,14,6.78458040918813,7.13815146389729,6.08008350980676,8.17215543422657
2024,9,21,5.29486586687309,6.80800121557505,5.65082864889889,8.0374332657018
