year,month,day,data,median,LB,UB
2024,7,13,9.61234003270041,9.61234003270041,9.61234003270041,9.61234003270041
2024,7,20,9.67504644146763,9.55649270713437,5.42014800830087,13.5712427001043
2024,7,27,10.47607201,11.1326504468566,7.31929438631584,15.1414875076763
2024,8,3,12.2133108995952,11.6529101055379,7.8837519850726,15.5054795390674
2024,8,10,11.3885527794961,11.3378789007236,7.66811209674938,15.0559766447602
2024,8,17,10.9026325131653,10.6302134380002,7.00492855924911,14.2978140713318
2024,8,24,9.15402956719155,9.91978324027113,6.20005163016289,13.5849341939185
2024,8,31,9.23771536105935,9.37532011389673,5.80376924900355,12.9375515601378
2024,9,7,10.7388612771667,9.11666632383834,5.46803857832054,12.7688413467377
2024,9,14,7.898196065,9.04199037568899,5.07907000764364,12.988613796205
2024,9,21,5.49939588848162,9.03527041236486,4.72229867563767,14.0029827319634
2024,9,28,5.12657240932393,9.05938957423021,4.1368543127537,16.8043256721368
