year,month,day,data,median,LB,UB
2024,7,13,5.80145334270012,4.80145334270012,4.80145334270012,4.80145334270012
2024,7,20,7.52357446491476,6.02601894841194,3.95041028944463,8.21313106325621
2024,7,27,8.37611897054904,8.04202880763414,5.9241849446397,10.3364149734322
2024,8,3,10.14597125,9.49859715083985,7.27451486434652,11.9948977740397
2024,8,10,10.4245119073005,10.2719215301498,8.201474207828,12.9536913936316
2024,8,17,9.44395887985439,10.4283463848265,8.47396211279124,13.3245734580487
2024,8,24,9.74464652506475,10.1242908109934,8.16004588775374,13.144295171811
2024,8,31,8.97608874310198,9.48632876125334,7.49510932843945,12.8364969767531
2024,9,7,7.68101622049774,8.57956267982627,6.63181061672813,12.485870942896
2024,9,14,6.5009970173052,7.56622974239398,5.61246201088611,12.2578947681012
2024,9,21,5.22913450430722,6.58264310573382,4.57677957847734,11.6340591251782
2024,9,28,3.95628192536657,5.65703309644141,3.64934154380511,10.9098432618493
