year,month,day,data,median,LB,UB
2024,7,13,4.51292741411255,4.51292741411255,4.51292741411255,4.51292741411255
2024,7,20,5.06479986713741,4.99336122407671,3.77910882425457,6.21612849768425
2024,7,27,5.91416253037307,5.90607668417931,4.82026915634304,6.97936552463759
2024,8,3,6.99389231350471,6.57088917213566,5.51322142816284,7.67547434411871
2024,8,10,6.38978080448464,7.05250680522307,5.99312080208962,8.11268496698872
2024,8,17,6.96200741921989,7.40337715706444,6.31706807300213,8.48844718430344
2024,8,24,8.209957789,7.62860546583153,6.59929691666372,8.70625824128957
2024,8,31,8.209868006,7.75659027058814,6.71706998707845,8.8153804253478
2024,9,7,7.77190254229498,7.82563218163704,6.73825902492174,8.89763798387163
2024,9,14,7.560599718127,7.80610157830447,6.53952844399927,9.00139421975273
2024,9,21,5.610169296,7.75134455171954,6.2283000120565,9.09121396385194
2024,9,28,4.162363742,7.64542526476405,5.73884410889626,9.31016523831549
