year,month,day,data,median,LB,UB
2024,8,17,7.04192838964738,7.04192838964738,7.04192838964738,7.04192838964738
2024,8,24,8.2130809721436,7.9748926275981,6.48025806126129,9.52069087209778
2024,8,31,8.45291104758879,8.69747825484717,7.17289959528321,10.2543586119714
2024,9,7,7.8484848870102,8.12665012643271,6.75270231808475,9.55902929243585
2024,9,14,7.560599718127,6.940439104213,5.51435999486472,8.36509282165397
2024,9,21,5.67550056609766,5.55000006792,4.16145414580869,6.98087732815278
2024,9,28,4.234253316,4.28104749396894,2.88079836679995,5.6551163353592
2024,10,5,2.68983340201172,3.20464782832452,1.79118187594034,4.62064314975212
2024,10,12,2.20656315476573,2.35759214107097,0.971389057511764,3.75631543175284
2024,10,19,2.06881129212585,1.7242612985757,0.365416773541237,3.13665644619756
2024,10,26,2.25290564014992,1.26496371540811,-0,2.74250448925119
2024,11,2,2.49889562968429,0.941684925978576,-0,2.49884705089837
