year,month,day,data,median,LB,UB
2024,7,6,7.18435095957904,7.18435095957904,7.18435095957904,7.18435095957904
2024,7,13,9.433656325,8.89571706942233,5.58409633362495,11.9378618948231
2024,7,20,9.70307894364271,10.427637014645,7.57180015043484,13.6936052780907
2024,7,27,10.5838619860352,11.1674033482891,8.3198530341334,14.2843538125736
2024,8,3,12.4561745548881,11.3142114575465,8.35097168000201,14.3635728334921
2024,8,10,11.6625912843518,11.2392880342708,8.40448611724413,14.0919694736482
2024,8,17,10.945874970296,10.7581978965173,7.64861995863657,13.5237450975888
2024,8,24,9.20497131430839,10.3542970028919,7.27959684786599,13.0731674218702
2024,8,31,9.24982637944907,10.0193146051855,7.04470918889982,12.9989292742631
2024,9,7,10.7506515230546,9.87701719410768,6.6434515413235,13.6818986772559
2024,9,14,8.60563494143883,9.74330876291283,6.08218654274552,15.6714296561566
2024,9,21,5.65070862600437,9.54637714739145,5.26406669955187,18.0251351897142
