year,month,day,data,median,LB,UB
2024,8,17,9.60405797500884,9.60405797500884,9.60405797500884,9.60405797500884
2024,8,24,9.980475352,9.93007765148125,9.37428616104303,10.5382955549729
2024,8,31,9.093899053,9.22598737382453,8.7288928963501,9.73178300006979
2024,9,7,7.90803367000578,7.93777767189479,7.4401145506921,8.42212777558422
2024,9,14,6.73105311316198,6.52864155264673,6.05231113233396,7.00176671239137
2024,9,21,5.31969765048995,5.20752468091326,4.76147824083916,5.64770991308519
2024,9,28,3.96055924988945,4.07797480573637,3.62572791544885,4.53078477939794
2024,10,5,3.0259742984186,3.14178705019008,2.68735390058016,3.60148926189538
2024,10,12,2.09103471447138,2.39561319173166,1.92974018302528,2.85562489784444
2024,10,19,2.12088224393606,1.80464713809693,1.34698063193498,2.27189086079431
2024,10,26,1.93067445805142,1.35838052845446,0.907231944897286,1.82156955651034
2024,11,2,1.81852283629449,1.03114378059577,0.571838036556099,1.48852950434991
