year,month,day,data,median,LB,UB
2024,10,12,2.3040540382263,2.3040540382263,2.3040540382263,2.3040540382263
2024,10,19,1.79138005966777,1.2985907947532,0.360863241614763,2.18980743213547
2024,10,26,1.605255544,1.31117552542762,0.44865046631651,2.21378869572357
2024,11,2,1.2825511563773,1.33826547574302,0.420004932322637,2.21427334237713
2024,11,9,1.20184024452733,1.36347830934685,0.479559846876488,2.23005109492602
2024,11,16,1.19023789510827,1.3694703326442,0.510914917349855,2.25194343169611
2024,11,23,1.18680927066976,1.39191033277469,0.505605094190584,2.26304658733416
2024,11,30,1.3163516637484,1.48563629753665,0.543805631094408,2.49392345138113
2024,12,7,1.64616204752034,1.86165838933676,0.760762284363072,3.02921964292941
2024,12,14,2.32951641780193,2.24695739526312,1.08308386901795,4.02603562475678
2024,12,21,2.38981386691004,2.55564727751982,1.20526418655975,7.01256840008015
2024,12,28,4.12897658825662,2.76596237847887,1.27461687073727,17.2312865100512
